,address,district,area,bedrooms,garage,type,rent,total,price_per_m2,valor_estimado_area,location,coordinates
3721,Rua Afonso Bandeira de Melo,Campo Belo,60,2,1,Apartamento,2620,3967,12010,720600,"Rua Afonso Bandeira de Melo, Campo Belo, São Paulo, SP","(-23.621026, -46.6654121)"
3722,Rua João de Sousa Dias,Campo Belo,77,3,2,Apartamento,3300,4425,12010,924770,"Rua João de Sousa Dias, Campo Belo, São Paulo, SP","(-23.6214161, -46.674426)"
3723,Rua Afonso Bandeira de Melo,Campo Belo,65,1,1,Apartamento,2800,3964,12010,780650,"Rua Afonso Bandeira de Melo, Campo Belo, São Paulo, SP","(-23.621026, -46.6654121)"
3724,Rua Pascal,Campo Belo,36,1,1,Studio e kitnet,3120,3999,12010,432360,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3725,Rua Pascal,Campo Belo,38,1,0,Studio e kitnet,3200,3882,12010,456380,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3726,Rua Vieira de Morais,Campo Belo,57,1,1,Apartamento,4000,5198,12010,684570,"Rua Vieira de Morais, Campo Belo, São Paulo, SP","(-23.6178428, -46.6771737)"
3727,Rua Vieira de Morais,Campo Belo,111,3,1,Casa,4500,5016,12010,1333110,"Rua Vieira de Morais, Campo Belo, São Paulo, SP","(-23.6178428, -46.6771737)"
3728,Rua João Álvares Soares,Campo Belo,30,1,0,Casa,1150,1199,12010,360300,"Rua João Álvares Soares, Campo Belo, São Paulo, SP","(-23.6211333, -46.671164)"
3729,Rua Otávio Tarquínio de Sousa,Campo Belo,70,2,1,Casa,2830,2998,12010,840700,"Rua Otávio Tarquínio de Sousa, Campo Belo, São Paulo, SP","(-23.6201358, -46.6625297)"
3730,Rua Barão Jaceguai,Campo Belo,44,1,1,Studio e kitnet,2200,2284,12010,528440,"Rua Barão Jaceguai, Campo Belo, São Paulo, SP","(-23.6188792, -46.6735512)"
3731,Rua Pascal,Campo Belo,103,3,1,Apartamento,3500,5559,12010,1237030,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3732,Rua Doutor Jesuíno Maciel,Campo Belo,45,1,1,Studio e kitnet,3950,4767,12010,540450,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo, SP","(-23.6236878, -46.6664453)"
3733,Avenida Dória,Campo Belo,52,2,1,Apartamento,3000,4101,12010,624520,"Avenida Dória, Campo Belo, São Paulo, SP","(-23.64037, -46.6726701)"
3734,Rua Afonso Bandeira de Melo,Campo Belo,30,1,0,Studio e kitnet,1350,1461,12010,360300,"Rua Afonso Bandeira de Melo, Campo Belo, São Paulo, SP","(-23.621026, -46.6654121)"
3735,Rua Édison,Campo Belo,83,2,1,Apartamento,4800,6618,12010,996830,"Rua Édison, Campo Belo, São Paulo, SP","(-23.6187749, -46.6794672)"
3736,Rua Gabriele D'annunzio,Campo Belo,36,1,1,Studio e kitnet,3400,4232,12010,432360,"Rua Gabriele D'annunzio, Campo Belo, São Paulo, SP",
3737,Rua Pascal,Campo Belo,160,3,3,Apartamento,5000,8899,12010,1921600,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3738,Rua Barão de Vallim,Campo Belo,85,2,1,Apartamento,3200,4433,12010,1020850,"Rua Barão de Vallim, Campo Belo, São Paulo, SP","(-23.6190299, -46.6646138)"
3739,Rua Constantino de Sousa,Campo Belo,50,2,1,Apartamento,3950,5221,12010,600500,"Rua Constantino de Sousa, Campo Belo, São Paulo, SP","(-23.6184654, -46.674642)"
3740,Rua Vieira de Morais,Campo Belo,31,1,0,Studio e kitnet,4400,5284,12010,372310,"Rua Vieira de Morais, Campo Belo, São Paulo, SP","(-23.6178428, -46.6771737)"
3741,Rua Vieira de Morais,Campo Belo,42,1,1,Studio e kitnet,3800,4806,12010,504420,"Rua Vieira de Morais, Campo Belo, São Paulo, SP","(-23.6178428, -46.6771737)"
3742,Rua Vieira de Morais,Campo Belo,52,1,1,Studio e kitnet,4000,5149,12010,624520,"Rua Vieira de Morais, Campo Belo, São Paulo, SP","(-23.6178428, -46.6771737)"
3743,Rua Gabriele D'annunzio,Campo Belo,58,1,2,Apartamento,5800,6827,12010,696580,"Rua Gabriele D'annunzio, Campo Belo, São Paulo, SP",
3744,Rua Xavier Gouvêia,Campo Belo,75,2,1,Apartamento,3800,5205,12010,900750,"Rua Xavier Gouvêia, Campo Belo, São Paulo, SP","(-23.6277988, -46.6733672)"
3745,Rua Ática,Campo Belo,70,2,1,Apartamento,2980,3909,12010,840700,"Rua Ática, Campo Belo, São Paulo, SP","(-23.6376738, -46.6664645)"
3746,Rua Viaza,Campo Belo,43,1,1,Apartamento,2790,3648,12010,516430,"Rua Viaza, Campo Belo, São Paulo, SP","(-23.6338224, -46.6651926)"
3747,Rua Barão Jaceguai,Campo Belo,95,3,1,Apartamento,2735,4909,12010,1140950,"Rua Barão Jaceguai, Campo Belo, São Paulo, SP","(-23.6188792, -46.6735512)"
3748,Rua João Álvares Soares,Campo Belo,216,3,3,Apartamento,7200,11380,12010,2594160,"Rua João Álvares Soares, Campo Belo, São Paulo, SP","(-23.6211333, -46.671164)"
3749,Rua Édison,Campo Belo,128,2,2,Apartamento,8000,9901,12010,1537280,"Rua Édison, Campo Belo, São Paulo, SP","(-23.6187749, -46.6794672)"
3750,Rua João Álvares Soares,Campo Belo,156,2,2,Apartamento,9500,12260,12010,1873560,"Rua João Álvares Soares, Campo Belo, São Paulo, SP","(-23.6211333, -46.671164)"
3751,Rua Pascal,Campo Belo,61,2,1,Apartamento,4200,5427,12010,732610,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3752,Rua Hideo Suguiyama,Campo Belo,140,2,2,Casa,4650,5056,12010,1681400,"Rua Hideo Suguiyama, Campo Belo, São Paulo, SP","(-23.6343639, -46.6573799)"
3753,Rua Stefan Zweig,Campo Belo,190,4,2,Casa,9690,10720,12010,2281900,"Rua Stefan Zweig, Campo Belo, São Paulo, SP","(-23.6336563, -46.6568971)"
3754,Rua Tobias Monteiro,Campo Belo,570,5,4,Casa,10000,10200,12010,6845700,"Rua Tobias Monteiro, Campo Belo, São Paulo, SP","(-23.6355201, -46.6600272)"
3755,Rua Ática,Campo Belo,75,2,0,Apartamento,1980,3505,12010,900750,"Rua Ática, Campo Belo, São Paulo, SP","(-23.6376738, -46.6664645)"
3756,Rua Tamoios,Campo Belo,200,3,2,Casa,2830,3200,12010,2402000,"Rua Tamoios, Campo Belo, São Paulo, SP","(-23.6310725, -46.6634811)"
3757,Rua Ática,Campo Belo,77,3,2,Apartamento,3200,4571,12010,924770,"Rua Ática, Campo Belo, São Paulo, SP","(-23.6376738, -46.6664645)"
3758,Rua Ática,Campo Belo,271,3,6,Casa,5250,6122,12010,3254710,"Rua Ática, Campo Belo, São Paulo, SP","(-23.6376738, -46.6664645)"
3759,Vieira de Morais,Campo Belo,65,2,1,Apartamento,5450,6758,12010,780650,"Vieira de Morais, Campo Belo, São Paulo, SP","(-23.6220059, -46.6719402)"
3760,Rua Vieira de Morais,Campo Belo,360,6,4,Casa,7000,7366,12010,4323600,"Rua Vieira de Morais, Campo Belo, São Paulo, SP","(-23.6178428, -46.6771737)"
3761,Rua Vieira de Morais,Campo Belo,42,1,1,Apartamento,3997,4946,12010,504420,"Rua Vieira de Morais, Campo Belo, São Paulo, SP","(-23.6178428, -46.6771737)"
3762,Rua Sebastião Paes,Campo Belo,85,2,1,Apartamento,2750,4192,12010,1020850,"Rua Sebastião Paes, Campo Belo, São Paulo, SP",
3763,Rua Sebastião Paes,Campo Belo,90,2,2,Apartamento,3630,5000,12010,1080900,"Rua Sebastião Paes, Campo Belo, São Paulo, SP",
3764,Rua Vieira de Morais,Campo Belo,142,3,2,Casa,6700,6845,12010,1705420,"Rua Vieira de Morais, Campo Belo, São Paulo, SP","(-23.6178428, -46.6771737)"
3765,Rua Pascal,Campo Belo,30,1,1,Apartamento,2700,3420,12010,360300,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3766,Rua Pascal,Campo Belo,49,1,1,Apartamento,5200,6358,12010,588490,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3767,Rua Doutor Jesuíno Maciel,Campo Belo,250,4,4,Casa,6000,6355,12010,3002500,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo, SP","(-23.6236878, -46.6664453)"
3768,Rua Paiaguás,Campo Belo,162,4,3,Apartamento,7000,11390,12010,1945620,"Rua Paiaguás, Campo Belo, São Paulo, SP","(-23.6273182, -46.669194)"
3769,Rua Doutor Jesuíno Maciel,Campo Belo,70,2,1,Apartamento,5800,7727,12010,840700,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo, SP","(-23.6236878, -46.6664453)"
3770,Rua Doutor Jesuíno Maciel,Campo Belo,70,2,2,Apartamento,4800,6478,12010,840700,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo, SP","(-23.6236878, -46.6664453)"
3771,Rua Acruás,Campo Belo,150,2,1,Casa,3760,4227,12010,1801500,"Rua Acruás, Campo Belo, São Paulo, SP","(-23.6224974, -46.6643664)"
3772,Rua Acruás,Campo Belo,250,4,5,Casa,12190,13960,12010,3002500,"Rua Acruás, Campo Belo, São Paulo, SP","(-23.6224974, -46.6643664)"
3773,Rua Pascal,Campo Belo,66,1,1,Apartamento,4000,5221,12010,792660,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3774,Rua Pascal,Campo Belo,38,1,1,Studio e kitnet,3000,3891,12010,456380,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3775,Rua Pascal,Campo Belo,140,3,2,Apartamento,5500,8437,12010,1681400,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3776,Rua Volta Redonda,Campo Belo,276,3,3,Apartamento,7500,10480,12010,3314760,"Rua Volta Redonda, Campo Belo, São Paulo, SP","(-23.6286922, -46.6699999)"
3777,Rua Doutor Jesuíno Maciel,Campo Belo,133,2,3,Casa,3500,3948,12010,1597330,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo, SP","(-23.6236878, -46.6664453)"
3778,Rua Doutor Jesuíno Maciel,Campo Belo,124,2,1,Apartamento,2816,4719,12010,1489240,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo, SP","(-23.6236878, -46.6664453)"
3779,Rua Cristovão Pereira,Campo Belo,100,2,1,Casa,3300,3515,12010,1201000,"Rua Cristovão Pereira, Campo Belo, São Paulo, SP","(-23.6261, -46.6697777)"
3780,Rua Gabriele D'annunzio,Campo Belo,83,3,1,Apartamento,3000,4773,12010,996830,"Rua Gabriele D'annunzio, Campo Belo, São Paulo, SP",
3781,Rua João de Sousa Dias,Campo Belo,100,2,2,Apartamento,4000,6325,12010,1201000,"Rua João de Sousa Dias, Campo Belo, São Paulo, SP","(-23.6214161, -46.674426)"
3782,Rua Volta Redonda,Campo Belo,303,3,4,Apartamento,11250,19950,12010,3639030,"Rua Volta Redonda, Campo Belo, São Paulo, SP","(-23.6286922, -46.6699999)"
3783,Rua Cristóvão Pereira,Campo Belo,500,5,4,Casa,14000,16590,12010,6005000,"Rua Cristóvão Pereira, Campo Belo, São Paulo, SP","(-23.6261, -46.6697777)"
3784,Rua Conde de Porto Alegre,Campo Belo,482,4,4,Casa,11250,15060,12010,5788820,"Rua Conde de Porto Alegre, Campo Belo, São Paulo, SP","(-23.6185645, -46.6702069)"
3785,Rua Barão de Jaceguai,Campo Belo,498,3,6,Casa,8430,10210,12010,5980980,"Rua Barão de Jaceguai, Campo Belo, São Paulo, SP","(-23.6256697, -46.6797248)"
3786,Rua Conde de Porto Alegre,Campo Belo,370,4,5,Casa,15000,17160,12010,4443700,"Rua Conde de Porto Alegre, Campo Belo, São Paulo, SP","(-23.6185645, -46.6702069)"
3787,Rua Vicente Leporace,Campo Belo,300,5,4,Casa,13000,13800,12010,3603000,"Rua Vicente Leporace, Campo Belo, São Paulo, SP","(-23.6256467, -46.6708695)"
3788,Rua Bernardino de Campos,Campo Belo,163,3,2,Casa,5250,5715,12010,1957630,"Rua Bernardino de Campos, Campo Belo, São Paulo, SP","(-23.6218761, -46.6841231)"
3789,Rua Volta Redonda,Campo Belo,159,3,2,Apartamento,6400,8972,12010,1909590,"Rua Volta Redonda, Campo Belo, São Paulo, SP","(-23.6286922, -46.6699999)"
3790,"Campo Belo, São Paulo - Sp, 04610-001, Brasil",Campo Belo,260,4,4,Apartamento,11900,16930,12010,3122600,"Campo Belo, São Paulo - Sp, 04610-001, Brasil, Campo Belo, São Paulo, SP",
3791,Rua José dos Santos Júnior,Campo Belo,350,4,3,Casa,15000,15940,12010,4203500,"Rua José dos Santos Júnior, Campo Belo, São Paulo, SP","(-23.6237633, -46.6793887)"
3792,Rua Édison,Campo Belo,250,4,4,Apartamento,15000,20680,12010,3002500,"Rua Édison, Campo Belo, São Paulo, SP","(-23.6187749, -46.6794672)"
3793,Rua Pascal,Campo Belo,233,4,4,Apartamento,7960,13790,12010,2798330,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3794,Rua José Garbuio,Campo Belo,110,2,1,Casa,4900,5263,12010,1321100,"Rua José Garbuio, Campo Belo, São Paulo, SP","(-23.6185937, -46.6664913)"
3795,Rua João de Sousa Dias,Campo Belo,200,3,3,Apartamento,9500,13220,12010,2402000,"Rua João de Sousa Dias, Campo Belo, São Paulo, SP","(-23.6214161, -46.674426)"
3796,Rua Barão de Jaceguai,Campo Belo,201,3,5,Apartamento,15000,19100,12010,2414010,"Rua Barão de Jaceguai, Campo Belo, São Paulo, SP","(-23.6256697, -46.6797248)"
3797,Rua Antônio de Macedo Soares,Campo Belo,136,3,2,Apartamento,4000,5987,12010,1633360,"Rua Antônio de Macedo Soares, Campo Belo, São Paulo, SP","(-23.6198421, -46.6729166)"
3798,Rua Conde de Porto Alegre,Campo Belo,200,0,4,Casa,12500,12790,12010,2402000,"Rua Conde de Porto Alegre, Campo Belo, São Paulo, SP","(-23.6185645, -46.6702069)"
3799,"Rua Conde de Porto Alegre, 606, Campo Belo",Campo Belo,150,3,2,Casa,4200,4761,12010,1801500,"Rua Conde de Porto Alegre, 606, Campo Belo, Campo Belo, São Paulo, SP","(-23.6237007, -46.6750769)"
3800,Rua Edson,Campo Belo,311,4,6,Apartamento,15000,25510,12010,3735110,"Rua Edson, Campo Belo, São Paulo, SP","(-23.6235873, -46.6734423)"
3801,Rua Antônio de Macedo Soares,Campo Belo,155,3,3,Apartamento,13000,16860,12010,1861550,"Rua Antônio de Macedo Soares, Campo Belo, São Paulo, SP","(-23.6198421, -46.6729166)"
3802,Rua Volta Redonda,Campo Belo,180,4,3,Apartamento,12700,15970,12010,2161800,"Rua Volta Redonda, Campo Belo, São Paulo, SP","(-23.6286922, -46.6699999)"
3803,Rua Geórgia,Campo Belo,72,2,1,Apartamento,3400,4647,12010,864720,"Rua Geórgia, Campo Belo, São Paulo, SP","(-23.6119725, -46.6761817)"
3804,Rua Volta Redonda,Campo Belo,180,3,3,Apartamento,15000,18650,12010,2161800,"Rua Volta Redonda, Campo Belo, São Paulo, SP","(-23.6286922, -46.6699999)"
3805,Rua Vieira de Morais,Campo Belo,145,3,2,Apartamento,5000,6924,12010,1741450,"Rua Vieira de Morais, Campo Belo, São Paulo, SP","(-23.6178428, -46.6771737)"
3806,Rua Pascal,Campo Belo,192,4,3,Apartamento,10500,13870,12010,2305920,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3807,Rua João de Sousa Dias,Campo Belo,112,3,1,Apartamento,3758,5024,12010,1345120,"Rua João de Sousa Dias, Campo Belo, São Paulo, SP","(-23.6214161, -46.674426)"
3808,Rua Moraes de Barros,Campo Belo,25,1,1,Casa,2500,2706,12010,300250,"Rua Moraes de Barros, Campo Belo, São Paulo, SP",
3809,Rua Demóstenes,Campo Belo,160,3,3,Apartamento,6000,9168,12010,1921600,"Rua Demóstenes, Campo Belo, São Paulo, SP","(-23.6140823, -46.6766642)"
3818,Alameda Barros,Santa Cecília,30,1,0,Studio e kitnet,2327,2767,10440,313200,"Alameda Barros, Santa Cecília, São Paulo, SP","(-23.5379005, -46.6526398)"
3819,Rua Conselheiro Brotero,Santa Cecília,30,1,1,Apartamento,3300,4132,10440,313200,"Rua Conselheiro Brotero, Santa Cecília, São Paulo, SP","(-23.5303078, -46.6573946)"
3820,Rua Gabriel dos Santos,Santa Cecília,38,1,1,Apartamento,2650,3652,10440,396720,"Rua Gabriel dos Santos, Santa Cecília, São Paulo, SP","(-23.5353346, -46.6592958)"
3821,Avenida São João,Santa Cecília,24,1,0,Studio e kitnet,1240,1560,10440,250560,"Avenida São João, Santa Cecília, São Paulo, SP","(-23.539158, -46.6458739)"
3822,Rua Doutor Albuquerque Lins,Santa Cecília,63,0,0,Studio e kitnet,1600,2186,10440,657720,"Rua Doutor Albuquerque Lins, Santa Cecília, São Paulo, SP","(-23.539111, -46.6579579)"
3823,Avenida General Olímpio da Silveira,Santa Cecília,45,2,0,Apartamento,1745,2247,10440,469800,"Avenida General Olímpio da Silveira, Santa Cecília, São Paulo, SP","(-23.5324, -46.6582076)"
3824,Rua São Vicente de Paulo,Santa Cecília,30,1,1,Apartamento,1575,2305,10440,313200,"Rua São Vicente de Paulo, Santa Cecília, São Paulo, SP","(-23.5393446, -46.6566677)"
3825,Avenida General Olímpio da Silveira,Santa Cecília,78,2,1,Apartamento,2570,3515,10440,814320,"Avenida General Olímpio da Silveira, Santa Cecília, São Paulo, SP","(-23.5324, -46.6582076)"
3826,Avenida São João,Santa Cecília,42,1,1,Studio e kitnet,1634,2354,10440,438480,"Avenida São João, Santa Cecília, São Paulo, SP","(-23.539158, -46.6458739)"
3827,Rua Francisco Estácio Fortes,Santa Cecília,68,2,1,Apartamento,3000,3859,10440,709920,"Rua Francisco Estácio Fortes, Santa Cecília, São Paulo, SP","(-23.5330225, -46.6604378)"
3828,Alameda Barros,Santa Cecília,49,1,0,Apartamento,2100,3221,10440,511560,"Alameda Barros, Santa Cecília, São Paulo, SP","(-23.5379005, -46.6526398)"
3829,Rua Tupi,Santa Cecília,40,1,1,Apartamento,3200,4015,10440,417600,"Rua Tupi, Santa Cecília, São Paulo, SP","(-23.5331046, -46.6604792)"
3830,Rua Doutor Brasilio Machado,Santa Cecília,58,1,0,Apartamento,1800,2459,10440,605520,"Rua Doutor Brasilio Machado, Santa Cecília, São Paulo, SP","(-23.5385992, -46.6593194)"
3831,Avenida São João,Santa Cecília,41,1,1,Apartamento,1500,1830,10440,428040,"Avenida São João, Santa Cecília, São Paulo, SP","(-23.539158, -46.6458739)"
3832,Rua Fortunato,Santa Cecília,58,2,1,Apartamento,2800,3847,10440,605520,"Rua Fortunato, Santa Cecília, São Paulo, SP","(-23.5403942, -46.6518019)"
3833,Rua Francisco Estácio Fortes,Santa Cecília,75,2,0,Apartamento,2350,2836,10440,783000,"Rua Francisco Estácio Fortes, Santa Cecília, São Paulo, SP","(-23.5330225, -46.6604378)"
3834,Alameda Barros,Santa Cecília,50,2,0,Apartamento,3000,3720,10440,522000,"Alameda Barros, Santa Cecília, São Paulo, SP","(-23.5379005, -46.6526398)"
3835,Rua Doutor Albuquerque Lins,Santa Cecília,52,2,1,Apartamento,1986,2613,10440,542880,"Rua Doutor Albuquerque Lins, Santa Cecília, São Paulo, SP","(-23.539111, -46.6579579)"
3836,Rua Rosa E Silva,Santa Cecília,55,1,0,Apartamento,1770,2123,10440,574200,"Rua Rosa E Silva, Santa Cecília, São Paulo, SP","(-23.5332171, -46.6567792)"
3837,Rua Martim Francisco,Santa Cecília,40,1,1,Apartamento,2700,3521,10440,417600,"Rua Martim Francisco, Santa Cecília, São Paulo, SP","(-23.5400543, -46.6531462)"
3838,Rua Baronesa de Itu,Santa Cecília,35,1,0,Studio e kitnet,2210,2915,10440,365400,"Rua Baronesa de Itu, Santa Cecília, São Paulo, SP","(-23.5398973, -46.6544543)"
3839,Rua Doutor Brasílio Machado,Santa Cecília,82,2,0,Apartamento,6000,7105,10440,856080,"Rua Doutor Brasílio Machado, Santa Cecília, São Paulo, SP","(-23.5385992, -46.6593194)"
3840,Alameda Barros,Santa Cecília,75,3,2,Apartamento,3750,5440,10440,783000,"Alameda Barros, Santa Cecília, São Paulo, SP","(-23.5379005, -46.6526398)"
3841,Rua Baronesa Itu,Santa Cecília,36,1,0,Studio e kitnet,3200,3858,10440,375840,"Rua Baronesa Itu, Santa Cecília, São Paulo, SP","(-23.539892, -46.653473)"
3842,Avenida São João,Santa Cecília,42,1,1,Apartamento,3000,4071,10440,438480,"Avenida São João, Santa Cecília, São Paulo, SP","(-23.539158, -46.6458739)"
3843,Rua Doutor Albuquerque Lins,Santa Cecília,96,3,0,Apartamento,3999,4610,10440,1002240,"Rua Doutor Albuquerque Lins, Santa Cecília, São Paulo, SP","(-23.539111, -46.6579579)"
3844,Rua São Vicente de Paulo,Santa Cecília,40,1,1,Studio e kitnet,1808,2527,10440,417600,"Rua São Vicente de Paulo, Santa Cecília, São Paulo, SP","(-23.5393446, -46.6566677)"
3845,Avenida São João,Santa Cecília,40,1,0,Studio e kitnet,1300,1734,10440,417600,"Avenida São João, Santa Cecília, São Paulo, SP","(-23.539158, -46.6458739)"
3846,Rua Baronesa de Itu,Santa Cecília,243,3,2,Apartamento,7750,11680,10440,2536920,"Rua Baronesa de Itu, Santa Cecília, São Paulo, SP","(-23.5398973, -46.6544543)"
3847,Avenida São João,Santa Cecília,49,1,1,Studio e kitnet,2487,3192,10440,511560,"Avenida São João, Santa Cecília, São Paulo, SP","(-23.539158, -46.6458739)"
3848,Alameda Barros,Santa Cecília,40,1,0,Studio e kitnet,1900,2481,10440,417600,"Alameda Barros, Santa Cecília, São Paulo, SP","(-23.5379005, -46.6526398)"
3849,Avenida São João,Santa Cecília,43,1,1,Apartamento,2250,3003,10440,448920,"Avenida São João, Santa Cecília, São Paulo, SP","(-23.539158, -46.6458739)"
3850,Praça Marechal Deodoro,Santa Cecília,77,2,0,Apartamento,1683,2448,10440,803880,"Praça Marechal Deodoro, Santa Cecília, São Paulo, SP","(-23.5345158, -46.654730836337635)"
3851,Rua Doutor Brasilio Machado,Santa Cecília,115,3,0,Apartamento,4300,5472,10440,1200600,"Rua Doutor Brasilio Machado, Santa Cecília, São Paulo, SP","(-23.5385992, -46.6593194)"
3852,Praca Marechal,Santa Cecília,55,2,0,Apartamento,2392,3134,10440,574200,"Praca Marechal, Santa Cecília, São Paulo, SP","(-23.5348209, -46.6537767)"
3853,Rua Martim Francisco,Santa Cecília,50,2,1,Apartamento,3200,4455,10440,522000,"Rua Martim Francisco, Santa Cecília, São Paulo, SP","(-23.5400543, -46.6531462)"
3854,Rua Azevedo Marques,Santa Cecília,34,0,0,Studio e kitnet,1139,1563,10440,354960,"Rua Azevedo Marques, Santa Cecília, São Paulo, SP","(-23.5347993, -46.6572588)"
3855,Praça Marechal Deodoro,Santa Cecília,30,1,0,Studio e kitnet,1200,1760,10440,313200,"Praça Marechal Deodoro, Santa Cecília, São Paulo, SP","(-23.5345158, -46.654730836337635)"
3856,Rua Azevedo Marques,Santa Cecília,53,1,1,Apartamento,2500,3596,10440,553320,"Rua Azevedo Marques, Santa Cecília, São Paulo, SP","(-23.5347993, -46.6572588)"
3857,Rua Olímpia de Almeida Prado,Santa Cecília,33,1,1,Studio e kitnet,2900,3636,10440,344520,"Rua Olímpia de Almeida Prado, Santa Cecília, São Paulo, SP","(-23.5319565, -46.6571801)"
3858,Alameda Barros,Santa Cecília,53,1,1,Apartamento,2038,2656,10440,553320,"Alameda Barros, Santa Cecília, São Paulo, SP","(-23.5379005, -46.6526398)"
